Time,Channel A,Channel B
(ms),(mV),(mV)

319.02552328,-1.09498000,1.39025600
319.05885928,-1.08267700,1.34719500
319.09219528,-1.07652500,1.24261800
319.12553128,-1.07652500,1.10728300
319.15886728,-1.07037400,0.95349410
319.19220328,-1.05807100,0.83661410
319.22553928,-1.05191900,0.68897630
319.25887528,-1.05191900,0.58439960
319.29221128,-1.03346500,0.45521650
319.32554728,-1.01501000,0.32603340
319.35888328,-1.01501000,0.23375980
319.39221928,-1.00885800,0.17839570
319.42555528,-0.99040350,0.14148620
319.45889128,-0.97194880,0.10457680
319.49222728,-0.95964560,0.08612204
319.52556328,-0.93503930,0.07381889
319.55889928,-0.92888770,0.03690945
319.59223528,-0.91658460,0.01230315
319.62557128,-0.89812980,-0.00615157
319.65890728,-0.88582670,-0.06766732
319.69224328,-0.86737200,-0.19069880
319.72557928,-0.84891720,-0.30757870
319.75891528,-0.83046260,-0.44906490
319.79225128,-0.81200780,-0.56594490
319.82558728,-0.79970470,-0.72588580
319.85892329,-0.78740150,-0.87352360
319.89225929,-0.77509840,-1.00270700
319.92559529,-0.75049200,-1.10728300
319.95893129,-0.72588580,-1.21186000
319.99226729,-0.70743110,-1.28567900
320.02560329,-0.68282480,-1.31028500
320.05893929,-0.65206690,-1.35334600
320.09227529,-0.62746060,-1.37795300
320.12561129,-0.60900590,-1.37795300
320.15894729,-0.58439960,-1.34104300
320.19228329,-0.55364170,-1.32874000
320.22561929,-0.52903540,-1.26722400
320.25895529,-0.49827750,-1.22416300
320.29229129,-0.46751960,-1.15034400
320.32562729,-0.43676180,-1.05807100
320.35896329,-0.42445860,-1.01501000
320.39229929,-0.39985230,-0.92888770
320.42563529,-0.37524600,-0.86737200
320.45897129,-0.33833660,-0.77509840
320.49230729,-0.30142710,-0.70743110
320.52564329,-0.26451770,-0.60900590
320.55897929,-0.23991140,-0.49212600
320.59231529,-0.21530510,-0.41830710
320.62565129,-0.17839570,-0.32603340
320.65898729,-0.14763780,-0.30142710
320.69232329,-0.11072830,-0.24606300
320.72565929,-0.06766732,-0.22145670
320.75899529,-0.03075787,-0.17224410
320.79233129,-0.01230315,-0.16609250
320.82566730,0.01845472,-0.14763780
320.85900330,0.04921259,-0.17224410
320.89233930,0.07997046,-0.15994090
320.92567530,0.11687990,-0.17224410
320.95901130,0.15378940,-0.22760820
320.99234730,0.17839570,-0.27066930
321.02568330,0.20300200,-0.35679130
321.05901930,0.23375980,-0.43061020
321.09235530,0.25221450,-0.52288380
321.12569130,0.29527560,-0.64591530
321.15902730,0.31988190,-0.74434050
321.19236330,0.33218500,-0.80585630
321.22569930,0.36909450,-0.87352360
321.25903530,0.39985230,-0.87967510
321.29237130,0.43676180,-0.90428140
321.32570730,0.46136810,-0.86737200
321.35904330,0.48597440,-0.77509840
321.39237930,0.51673230,-0.65206690
321.42571530,0.54133860,-0.46136810
321.45905130,0.57209640,-0.26451770
321.49238730,0.59055110,0.01845472
321.52572330,0.60900590,0.33218500
321.55905930,0.62746060,0.57209640
321.59239530,0.64591530,0.89197830
321.62573130,0.65821850,1.14419300
321.65906730,0.68897630,1.39025600
321.69240330,0.70127950,1.61171300
321.72573930,0.70743110,1.81471400
321.75907530,0.73203740,1.97465500
321.79241131,0.74434050,2.07923200
321.82574731,0.75664370,2.18380900
321.85908331,0.76279520,2.28838600
321.89241931,0.76894680,2.34990100
321.92575531,0.77509840,2.42372000
321.95909131,0.77509840,2.48523600
321.99242731,0.78740150,2.58981300
322.02576331,0.79355310,2.66978300
322.05909931,0.78740150,2.72514700
322.09243531,0.79355310,2.78666300
322.12577131,0.79355310,2.84817900
322.15910731,0.79355310,2.84817900
322.19244331,0.79355310,2.81127000
322.22577931,0.79355310,2.73745100
322.25911531,0.79355310,2.58366100
322.29245131,0.78740150,2.38065900
322.32578731,0.78124990,2.12229300
322.35912331,0.76894680,1.75935000
322.39245931,0.76279520,1.40255900
322.42579531,0.75664370,1.00270700
322.45913131,0.74434050,0.59670270
322.49246731,0.73203740,0.17839570
322.52580331,0.71973420,-0.28297240
322.55913931,0.70127950,-0.63361220
322.59247531,0.68282480,-0.99040350
322.62581131,0.67667320,-1.29183100
322.65914731,0.66437010,-1.54404500
322.69248331,0.64591530,-1.74089600
322.72581931,0.62746060,-1.89468500
322.75915531,0.60285430,-2.03617100
322.79249132,0.59055110,-2.12844500
322.82582732,0.57209640,-2.20841500
322.85916332,0.55979330,-2.26377900
322.89249932,0.52903540,-2.35605300
322.92583532,0.51058070,-2.42372000
322.95917132,0.49827750,-2.47293300
322.99250732,0.47367120,-2.57135800
323.02584332,0.44906490,-2.63902500
323.05917932,0.40600390,-2.66978300
323.09251532,0.38139760,-2.73129900
323.12585132,0.36294290,-2.71284400
323.15918732,0.34448820,-2.67593500
323.19252332,0.32603340,-2.58981300
323.22585932,0.29527560,-2.46678100
323.25919532,0.27066930,-2.28838600
323.29253132,0.23991140,-2.06077700
323.32586732,0.20915350,-1.83932100
323.35920332,0.19069880,-1.52559000
323.39253932,0.15378940,-1.30413400
323.42587532,0.12918310,-1.02731300
323.45921132,0.11072830,-0.80585630
323.49254732,0.09227362,-0.58439960
323.52588332,0.07381889,-0.36294290
323.55921932,0.04921259,-0.25221450
323.59255532,0.01845472,-0.15378940
323.62589132,-0.00615157,-0.13533460
323.65922732,-0.03690945,-0.06766732
323.69256332,-0.06151574,-0.05536417
323.72589932,-0.08612204,-0.03075787
323.75923533,-0.10457680,-0.01845472
323.79257133,-0.11687990,0.01230315
323.82590733,-0.14763780,0.04306102
323.85924333,-0.15994090,0.09842519
323.89257933,-0.18454720,0.19069880
323.92591533,-0.19685040,0.27066930
323.95925133,-0.22145670,0.38754920
323.99258733,-0.23991140,0.49827750
324.02592333,-0.25836610,0.60900590
324.05925933,-0.27682080,0.68897630
324.09259533,-0.28297240,0.79970470
324.12593133,-0.30142710,0.87352360
324.15926733,-0.30757870,0.93503930
324.19260333,-0.31373030,0.99040350
324.22593933,-0.31988190,1.02731300
324.25927533,-0.31988190,1.07037400
324.29261133,-0.33218500,1.11958700
324.32594733,-0.33833660,1.13189000
324.35928333,-0.35063970,1.10728300
324.39261933,-0.35679130,1.11343500
324.42595533,-0.36294290,1.05807100
324.45929133,-0.36294290,1.02116100
324.49262733,-0.36294290,0.92273620
324.52596333,-0.37524600,0.79970470
324.55929933,-0.36909450,0.63976370
324.59263533,-0.36909450,0.44291340
324.62597133,-0.37524600,0.23991140
324.65930733,-0.36909450,-0.04921259
324.69264333,-0.36294290,-0.31373030
324.72597934,-0.35063970,-0.60900590
324.75931534,-0.33833660,-0.89812980
324.79265134,-0.34448820,-1.16264800
324.82598734,-0.33218500,-1.39640700
324.85932334,-0.31988190,-1.62401600
324.89265934,-0.31373030,-1.79626000
324.92599534,-0.30142710,-1.90083600
324.95933134,-0.28912400,-1.97465500
324.99266734,-0.27682080,-2.00541300
325.02600334,-0.27066930,-1.96850400
325.05933934,-0.25836610,-1.90083600
325.09267534,-0.24606300,-1.77780500
325.12601134,-0.22760820,-1.65477300
325.15934734,-0.20300200,-1.45792300
325.19268334,-0.19069880,-1.26722400
325.22601934,-0.16609250,-1.04576800
325.25935534,-0.15378940,-0.84276570
325.29269134,-0.14148620,-0.62746060
325.32602734,-0.11687990,-0.44906490
325.35936334,-0.09227362,-0.23991140
325.39269934,-0.07997046,-0.04921259
325.42603534,-0.04921259,0.15994090
325.45937134,-0.01845472,0.35063970
325.49270734,0.00000000,0.47982280
325.52604334,0.03075787,0.60285430
325.55937934,0.06151574,0.73203740
325.59271534,0.08612204,0.79970470
325.62605134,0.12303150,0.82431100
325.65938734,0.14148620,0.92273620
325.69272335,0.17224410,0.92273620
325.72605935,0.19685040,0.92888770
325.75939535,0.22145670,0.92888770
325.79273135,0.25221450,0.91043300
325.82606735,0.27066930,0.83661410
325.85940335,0.29527560,0.78124990
325.89273935,0.31373030,0.71973420
325.92607535,0.34448820,0.59670270
325.95941135,0.38139760,0.50442900
325.99274735,0.39985230,0.38754920
326.02608335,0.43061020,0.28297240
326.05941935,0.45521650,0.16609250
326.09275535,0.47982280,0.03075787
326.12609135,0.51058070,-0.09842519
326.15942735,0.53518700,-0.25836610
326.19276335,0.55364170,-0.37524600
326.22609935,0.57824800,-0.47982280
326.25943535,0.59670270,-0.62130900
326.29277135,0.60900590,-0.71358260
326.32610735,0.63361220,-0.76279520
326.35944335,0.65821850,-0.79355310
326.39277935,0.68282480,-0.75049200
326.42611535,0.70743110,-0.75049200
326.45945135,0.72588580,-0.68897630
326.49278735,0.74434050,-0.55364170
326.52612335,0.76279520,-0.46136810
326.55945935,0.78124990,-0.33218500
326.59279535,0.79970470,-0.17839570
326.62613135,0.81815940,0.00615157
326.65946736,0.84891720,0.16609250
326.69280336,0.85506890,0.38139760
326.72613936,0.87352360,0.58439960
326.75947536,0.89197830,0.74434050
326.79281136,0.89197830,0.92273620
326.82614736,0.89812980,1.07037400
326.85948336,0.91658460,1.20570900
326.89281936,0.93503930,1.28567900
326.92615536,0.94119090,1.40871000
326.95949136,0.94734250,1.48253000
326.99282736,0.95349410,1.51943900
327.02616336,0.95349410,1.53174200
327.05949936,0.95964560,1.51943900
327.09283536,0.95964560,1.45792300
327.12617136,0.95964560,1.38410400
327.15950736,0.96579720,1.33489200
327.19284336,0.97194880,1.23031500
327.22617936,0.97194880,1.08267700
327.25951536,0.97810030,0.97194880
327.29285136,0.97810030,0.82431100
327.32618736,0.97194880,0.70127950
327.35952336,0.97194880,0.59670270
327.39285936,0.95964560,0.47982280
327.42619536,0.96579720,0.44291340
327.45953136,0.95964560,0.39370070
327.49286736,0.95349410,0.36294290
327.52620336,0.94119090,0.36909450
327.55953936,0.93503930,0.38754920
327.59287536,0.92273620,0.46136810
327.62621136,0.91043300,0.55364170
327.65954737,0.91043300,0.62130900
327.69288337,0.90428140,0.69512790
327.72621937,0.89197830,0.74434050
327.75955537,0.88582670,0.84276570
327.79289137,0.87352360,0.85506890
327.82622737,0.86122040,0.92273620
327.85956337,0.84891720,0.95349410
327.89289937,0.83046260,0.97810030
327.92623537,0.81815940,0.95964560
327.95957137,0.79355310,0.93503930
327.99290737,0.78740150,0.92888770
328.02624337,0.77509840,0.89812980
328.05957937,0.76894680,0.87352360
328.09291537,0.75049200,0.84276570
328.12625137,0.74434050,0.83661410
328.15958737,0.73203740,0.80585630
328.19292337,0.70127950,0.75664370
328.22625937,0.68897630,0.69512790
328.25959537,0.68282480,0.63976370
328.29293137,0.67052160,0.53518700
328.32626737,0.65821850,0.43061020
328.35960337,0.63976370,0.29527560
328.39293937,0.62130900,0.14763780
328.42627537,0.60900590,0.01845472
328.45961137,0.60285430,-0.14148620
328.49294737,0.59055110,-0.25836610
328.52628337,0.58439960,-0.36909450
328.55961937,0.57209640,-0.39985230
328.59295537,0.56594490,-0.47367120
328.62629138,0.55979330,-0.44291340
328.65962738,0.55364170,-0.39370070
328.69296338,0.54749010,-0.31988190
328.72629938,0.52903540,-0.20915350
328.75963538,0.52903540,-0.09842519
328.79297138,0.52288380,0.04921259
328.82630738,0.51058070,0.15378940
328.85964338,0.49827750,0.27066930
328.89297938,0.49827750,0.39370070
328.92631538,0.48597440,0.45521650
328.95965138,0.47982280,0.53518700
328.99298738,0.47367120,0.59670270
329.02632338,0.47367120,0.59055110
329.05965938,0.46136810,0.59055110
329.09299538,0.46136810,0.60285430
329.12633138,0.45521650,0.60900590
329.15966738,0.45521650,0.61515740
329.19300338,0.46751960,0.61515740
329.22633938,0.46136810,0.61515740
329.25967538,0.47367120,0.60900590
329.29301138,0.47367120,0.63976370
329.32634738,0.47982280,0.65206690
329.35968338,0.48597440,0.63361220
329.39301938,0.48597440,0.65206690
329.42635538,0.47982280,0.65821850
329.45969138,0.49212600,0.68897630
329.49302738,0.47982280,0.69512790
329.52636338,0.49827750,0.70127950
329.55969938,0.50442900,0.71973420
329.59303539,0.51673230,0.77509840
329.62637139,0.52288380,0.82431100
329.65970739,0.52903540,0.88582670
329.69304339,0.54133860,0.96579720
329.72637939,0.55364170,1.11958700
329.75971539,0.55364170,1.24877000
329.79305139,0.57209640,1.40871000
329.82638739,0.58439960,1.56865100
329.85972339,0.59055110,1.73474400
329.89305939,0.60900590,1.85162400
329.92639539,0.62130900,1.98695800
329.95973139,0.63361220,2.04232300
329.99306739,0.63976370,2.03617100
330.02640339,0.65821850,2.04847400
330.05973939,0.67052160,1.96235200
330.09307539,0.68897630,1.87623000
330.12641139,0.70743110,1.74704700
330.15974739,0.72588580,1.51943900
330.19308339,0.73818890,1.31028500
330.22641939,0.75049200,1.10113200
330.25975539,0.77509840,0.84891720
330.29309139,0.78124990,0.64591530
330.32642739,0.79970470,0.43676180
330.35976339,0.82431100,0.29527560
330.39309939,0.84891720,0.14148620
330.42643539,0.86122040,0.01845472
330.45977139,0.88582670,-0.10457680
330.49310739,0.91043300,-0.16609250
330.52644339,0.93503930,-0.18454720
330.55977940,0.94734250,-0.18454720
330.59311540,0.97194880,-0.17839570
330.62645140,0.99040350,-0.20300200
330.65978740,1.00885800,-0.19685040
330.69312340,1.03346500,-0.13533460
330.72645940,1.05191900,-0.14148620
330.75979540,1.06422200,-0.12303150
330.79313140,1.08267700,-0.12303150
330.82646740,1.11343500,-0.12303150
330.85980340,1.12573800,-0.11687990
330.89313940,1.15034400,-0.10457680
330.92647540,1.16879900,-0.08612204
330.95981140,1.19340500,-0.07997046
330.99314740,1.21186000,-0.01845472
331.02648340,1.23031500,0.05536417
331.05981940,1.24877000,0.19685040
331.09315540,1.26722400,0.29527560
331.12649140,1.29183100,0.41830710
331.15982740,1.31028500,0.60285430
331.19316340,1.32874000,0.78740150
331.22649940,1.34104300,0.98425190
331.25983540,1.35949800,1.20570900
331.29317140,1.37795300,1.36565000
331.32650740,1.39640700,1.53174200
331.35984340,1.41486200,1.60556100
331.39317940,1.43946800,1.66707700
331.42651540,1.46407500,1.68553100
331.45985140,1.48253000,1.63631900
331.49318740,1.50098400,1.55019700
331.52652341,1.51328700,1.42101400
331.55985941,1.53174200,1.23031500
331.59319541,1.54404500,1.05191900
331.62653141,1.55634800,0.93503930
331.65986741,1.56865100,0.82431100
331.69320341,1.58095500,0.69512790
331.72653941,1.59940900,0.60285430
331.75987541,1.61786400,0.59055110
331.79321141,1.63631900,0.58439960
331.82654741,1.65477300,0.63976370
331.85988341,1.66707700,0.70743110
331.89321941,1.67938000,0.81815940
331.92655541,1.69168300,0.92273620
331.95989141,1.71628900,1.09498000
331.99322741,1.72859200,1.23031500
332.02656341,1.74089600,1.34719500
332.05989941,1.74089600,1.41486200
332.09323541,1.75935000,1.50713600
332.12657141,1.76550200,1.58095500
332.15990741,1.77165300,1.62401600
332.19324341,1.79010800,1.67322800
332.22657941,1.79010800,1.68553100
332.25991541,1.80241100,1.66092500
332.29325141,1.80856300,1.65477300
332.32658741,1.80856300,1.63016700
332.35992341,1.82701800,1.59325800
332.39325941,1.83316900,1.54404500
332.42659541,1.82086600,1.45177200
332.45993141,1.82086600,1.37180100
332.49326741,1.82701800,1.25492100
332.52660342,1.82701800,1.11958700
332.55993942,1.82086600,1.00885800
332.59327542,1.82701800,0.87352360
332.62661142,1.82701800,0.69512790
332.65994742,1.82701800,0.53518700
332.69328342,1.82086600,0.39985230
332.72661942,1.82086600,0.29527560
332.75995542,1.80856300,0.19685040
332.79329142,1.80241100,0.13533460
332.82662742,1.79010800,0.12303150
332.85996342,1.78395700,0.14763780
332.89329942,1.77165300,0.20300200
332.92663542,1.75935000,0.30142710
332.95997142,1.75935000,0.41215550
332.99330742,1.75319900,0.59670270
333.02664342,1.74704700,0.79970470
333.05997942,1.74089600,1.02116100
333.09331542,1.73474400,1.27337600
333.12665142,1.71628900,1.50098400
333.15998742,1.70398600,1.69783400
333.19332342,1.69168300,1.88853300
333.22665942,1.67322800,2.03617100
333.25999542,1.65477300,2.16535400
333.29333142,1.64862200,2.24532500
333.32666742,1.63631900,2.25762800
333.36000342,1.62401600,2.26377900
333.39333942,1.59325800,2.21456700
333.42667542,1.58710600,2.10999000
333.46001142,1.56865100,2.00541300
333.49334743,1.55634800,1.83932100
333.52668343,1.54404500,1.68553100
333.56001943,1.52559000,1.50713600
333.59335543,1.50098400,1.34719500
333.62669143,1.48253000,1.19955700
333.66002743,1.45792300,1.05191900
333.69336343,1.45177200,0.94734250
333.72669943,1.42716500,0.84891720
333.76003543,1.40255900,0.76894680
333.79337143,1.38410400,0.68897630
333.82670743,1.35949800,0.62746060
333.86004343,1.34104300,0.57824800
333.89337943,1.32258800,0.51673230
333.92671543,1.31643700,0.45521650
333.96005143,1.29798200,0.39370070
333.99338743,1.26722400,0.31373030
334.02672343,1.24261800,0.20915350
334.06005943,1.21801200,0.11072830
334.09339543,1.19340500,-0.03690945
334.12673143,1.16879900,-0.17224410
334.16006743,1.15034400,-0.28912400
334.19340343,1.13189000,-0.47982280
334.22673943,1.11958700,-0.62746060
334.26007543,1.10728300,-0.75049200
334.29341143,1.08267700,-0.86737200
334.32674743,1.05191900,-0.95964560
334.36008343,1.02731300,-1.07652500
334.39341943,1.01501000,-1.13189000
334.42675543,1.00270700,-1.14419300
334.46009144,0.98425190,-1.16879900
334.49342744,0.95964560,-1.11343500
334.52676344,0.95349410,-1.02731300
334.56009944,0.93503930,-0.91658460
334.59343544,0.92273620,-0.80585630
334.62677144,0.90428140,-0.62130900
334.66010744,0.88582670,-0.43676180
334.69344344,0.87352360,-0.25836610
334.72677944,0.86122040,-0.09842519
334.76011544,0.84276570,0.07381889
334.79345144,0.83661410,0.28297240
334.82678744,0.82431100,0.39370070
334.86012344,0.81200780,0.46136810
334.89345944,0.79355310,0.51058070
334.92679544,0.77509840,0.54133860
334.96013144,0.77509840,0.54749010
334.99346744,0.76894680,0.47982280
335.02680344,0.75664370,0.38139760
335.06013944,0.75049200,0.23375980
335.09347544,0.73818890,0.11072830
335.12681144,0.72588580,-0.04306102
335.16014744,0.71358260,-0.21530510
335.19348344,0.71358260,-0.35679130
335.22681944,0.70743110,-0.51058070
335.26015544,0.70127950,-0.60900590
335.29349144,0.68897630,-0.71358260
335.32682744,0.68897630,-0.79970470
335.36016344,0.68282480,-0.81200780
335.39349944,0.67052160,-0.83661410
335.42683545,0.67667320,-0.81815940
335.46017145,0.67052160,-0.75664370
335.49350745,0.66437010,-0.68897630
335.52684345,0.65821850,-0.61515740
335.56017945,0.66437010,-0.53518700
335.59351545,0.65821850,-0.39985230
335.62685145,0.65821850,-0.30757870
335.66018745,0.66437010,-0.18454720
335.69352345,0.65821850,-0.11072830
335.72685945,0.65206690,0.00615157
335.76019545,0.65206690,0.11072830
335.79353145,0.66437010,0.15378940
335.82686745,0.65821850,0.27066930
335.86020345,0.66437010,0.40600390
335.89353945,0.66437010,0.49827750
335.92687545,0.67052160,0.60900590
335.96021145,0.67667320,0.67667320
335.99354745,0.67052160,0.79970470
336.02688345,0.67052160,0.87967510
336.06021945,0.67667320,0.95349410
336.09355545,0.67052160,1.01501000
336.12689145,0.67052160,1.05807100
336.16022745,0.67052160,1.08267700
336.19356345,0.67667320,1.06422200
336.22689945,0.67667320,1.10113200
336.26023545,0.68282480,1.03961600
336.29357145,0.68282480,0.97194880
336.32690745,0.68282480,0.90428140
336.36024345,0.69512790,0.83046260
336.39357946,0.69512790,0.79355310
336.42691546,0.70743110,0.73818890
336.46025146,0.70743110,0.71973420
336.49358746,0.70127950,0.71358260
336.52692346,0.69512790,0.77509840
336.56025946,0.70127950,0.87967510
336.59359546,0.70127950,0.94119090
336.62693146,0.70743110,1.02731300
336.66026746,0.70743110,1.13189000
336.69360346,0.70743110,1.25492100
336.72693946,0.70743110,1.35334600
336.76027546,0.70743110,1.42101400
336.79361146,0.71358260,1.47022600
336.82694746,0.70743110,1.47022600
336.86028346,0.71358260,1.41486200
336.89361946,0.71358260,1.35334600
336.92695546,0.72588580,1.22416300
336.96029146,0.72588580,1.11343500
336.99362746,0.72588580,0.92273620
337.02696346,0.72588580,0.75049200
337.06029946,0.73203740,0.60285430
337.09363546,0.72588580,0.43676180
337.12697146,0.71973420,0.26451770
337.16030746,0.72588580,0.14763780
337.19364346,0.73203740,0.06766732
337.22697946,0.73818890,-0.01230315
337.26031546,0.73818890,0.00000000
337.29365146,0.73818890,0.01845472
337.32698746,0.73818890,0.06766732
337.36032346,0.72588580,0.15994090
337.39365947,0.71973420,0.24606300
337.42699547,0.71973420,0.35679130
337.46033147,0.71973420,0.46136810
337.49366747,0.71358260,0.57209640
337.52700347,0.70743110,0.68897630
337.56033947,0.70743110,0.75049200
337.59367547,0.70127950,0.77509840
337.62701147,0.70743110,0.80585630
337.66034747,0.70127950,0.81200780
337.69368347,0.69512790,0.74434050
337.72701947,0.69512790,0.71358260
337.76035547,0.67667320,0.63976370
337.79369147,0.67667320,0.56594490
337.82702747,0.66437010,0.46136810
337.86036347,0.66437010,0.38139760
337.89369947,0.67052160,0.33218500
337.92703547,0.65821850,0.27682080
337.96037147,0.63976370,0.21530510
337.99370747,0.63976370,0.21530510
338.02704347,0.63361220,0.21530510
338.06037947,0.62130900,0.24606300
338.09371547,0.61515740,0.30142710
338.12705147,0.62130900,0.38139760
338.16038747,0.62130900,0.45521650
338.19372347,0.61515740,0.50442900
338.22705947,0.60900590,0.60900590
338.26039547,0.59670270,0.67667320
338.29373147,0.59670270,0.74434050
338.32706747,0.59055110,0.79355310
338.36040348,0.58439960,0.86122040
338.39373948,0.57824800,0.88582670
338.42707548,0.56594490,0.91043300
338.46041148,0.55979330,0.90428140
338.49374748,0.55979330,0.91658460
338.52708348,0.53518700,0.84891720
338.56041948,0.52288380,0.84276570
338.59375548,0.51058070,0.83661410
338.62709148,0.49827750,0.79355310
338.66042748,0.49212600,0.73203740
338.69376348,0.48597440,0.73818890
338.72709948,0.47367120,0.70743110
338.76043548,0.46751960,0.69512790
338.79377148,0.45521650,0.68282480
338.82710748,0.44291340,0.68282480
338.86044348,0.42445860,0.70127950
338.89377948,0.42445860,0.67052160
338.92711548,0.39985230,0.67052160
338.96045148,0.39985230,0.63361220
338.99378748,0.38139760,0.55979330
339.02712348,0.36909450,0.47982280
339.06045948,0.35679130,0.38139760
339.09379548,0.34448820,0.23375980
339.12713148,0.32603340,0.09842519
339.16046748,0.30757870,-0.03075787
339.19380348,0.29527560,-0.10457680
339.22713948,0.29527560,-0.22760820
339.26047548,0.27682080,-0.32603340
339.29381148,0.27066930,-0.37524600
339.32714749,0.27066930,-0.35063970
339.36048349,0.26451770,-0.31988190
339.39381949,0.23991140,-0.23991140
339.42715549,0.22760820,-0.07997046
339.46049149,0.22145670,0.12918310
339.49382749,0.20300200,0.34448820
339.52716349,0.18454720,0.59670270
339.56049949,0.17839570,0.79355310
339.59383549,0.17224410,1.00885800
339.62717149,0.15378940,1.23031500
339.66050749,0.13533460,1.37180100
339.69384349,0.12918310,1.45792300
339.72717949,0.11687990,1.49483300
339.76051549,0.10457680,1.51943900
339.79385149,0.09227362,1.44562000
339.82718749,0.07997046,1.32874000
339.86052349,0.06766732,1.15034400
339.89385949,0.05536417,0.91658460
339.92719549,0.04921259,0.67667320
339.96053149,0.03690945,0.39985230
339.99386749,0.01230315,0.12303150
340.02720349,0.00000000,-0.11687990
340.06053949,0.00615157,-0.39985230
340.09387549,-0.01230315,-0.57824800
340.12721149,-0.01845472,-0.75049200
340.16054749,-0.03075787,-0.91043300
340.19388349,-0.04306102,-1.02116100
340.22721949,-0.06151574,-1.08882900
340.26055549,-0.06766732,-1.14419300
340.29389150,-0.08612204,-1.14419300
340.32722750,-0.10457680,-1.13189000
340.36056350,-0.11687990,-1.10113200
340.39389950,-0.13533460,-1.05807100
340.42723550,-0.15378940,-0.99040350
340.46057150,-0.15378940,-0.94734250
340.49390750,-0.15994090,-0.92273620
340.52724350,-0.16609250,-0.89197830
340.56057950,-0.17224410,-0.86122040
340.59391550,-0.19069880,-0.79970470
340.62725150,-0.19685040,-0.75049200
340.66058750,-0.21530510,-0.64591530
340.69392350,-0.22145670,-0.52288380
340.72725950,-0.22145670,-0.39985230
340.76059550,-0.23375980,-0.27066930
340.79393150,-0.25221450,-0.07997046
340.82726750,-0.26451770,0.07381889
340.86060350,-0.27682080,0.26451770
340.89393950,-0.28912400,0.45521650
340.92727550,-0.29527560,0.56594490
340.96061150,-0.29527560,0.71358260
340.99394750,-0.30757870,0.78740150
341.02728350,-0.30757870,0.80585630
341.06061950,-0.31988190,0.80585630
341.09395550,-0.33218500,0.72588580
341.12729150,-0.33833660,0.62130900
341.16062750,-0.35679130,0.51058070
341.19396350,-0.36909450,0.35679130
341.22729950,-0.38139760,0.19685040
341.26063551,-0.39370070,0.06151574
341.29397151,-0.39985230,-0.03075787
341.32730751,-0.39985230,-0.11072830
341.36064351,-0.41830710,-0.16609250
341.39397951,-0.43061020,-0.15378940
341.42731551,-0.44291340,-0.15994090
341.46065151,-0.44291340,-0.12303150
341.49398751,-0.46136810,-0.04306102
341.52732351,-0.47982280,0.07381889
341.56065951,-0.48597440,0.17224410
341.59399551,-0.49212600,0.22145670
341.62733151,-0.50442900,0.33218500
341.66066751,-0.51058070,0.39985230
341.69400351,-0.51058070,0.46751960
341.72733951,-0.51673230,0.55364170
341.76067551,-0.53518700,0.62746060
341.79401151,-0.54133860,0.69512790
341.82734751,-0.55364170,0.83661410
341.86068351,-0.55979330,0.92888770
341.89401951,-0.56594490,1.03346500
341.92735551,-0.57824800,1.11958700
341.96069151,-0.59055110,1.23646700
341.99402751,-0.59670270,1.31028500
342.02736351,-0.60285430,1.39025600
342.06069951,-0.60285430,1.47022600
342.09403551,-0.60285430,1.50713600
342.12737151,-0.61515740,1.52559000
342.16070751,-0.61515740,1.48868100
342.19404351,-0.62130900,1.42101400
342.22737951,-0.63361220,1.39640700
342.26071552,-0.63361220,1.34104300
342.29405152,-0.63976370,1.22416300
342.32738752,-0.65821850,1.14419300
342.36072352,-0.65821850,1.11343500
342.39405952,-0.65821850,1.03346500
342.42739552,-0.67052160,0.98425190
342.46073152,-0.67052160,0.94119090
342.49406752,-0.68282480,0.89812980
342.52740352,-0.68282480,0.81200780
342.56073952,-0.68282480,0.74434050
342.59407552,-0.68897630,0.66437010
342.62741152,-0.68897630,0.54749010
342.66074752,-0.68897630,0.39370070
342.69408352,-0.68282480,0.19069880
342.72741952,-0.68897630,-0.03690945
342.76075552,-0.68897630,-0.27066930
342.79409152,-0.69512790,-0.52903540
342.82742752,-0.69512790,-0.79355310
342.86076352,-0.70127950,-1.07037400
342.89409952,-0.70127950,-1.33489200
342.92743552,-0.68897630,-1.53789400
342.96077152,-0.68897630,-1.75319900
342.99410752,-0.69512790,-1.83316900
343.02744352,-0.70127950,-1.91314000
343.06077952,-0.69512790,-1.94389800
343.09411552,-0.68282480,-1.88853300
343.12745152,-0.67667320,-1.82701800
343.16078752,-0.67667320,-1.72859200
343.19412352,-0.68282480,-1.57480300
343.22745953,-0.67667320,-1.42101400
343.26079553,-0.67667320,-1.26722400
343.29413153,-0.68282480,-1.07037400
343.32746753,-0.67052160,-0.94119090
343.36080353,-0.67052160,-0.84891720
343.39413953,-0.65821850,-0.72588580
343.42747553,-0.65821850,-0.62746060
343.46081153,-0.66437010,-0.55364170
343.49414753,-0.65206690,-0.51673230
343.52748353,-0.65206690,-0.43061020
343.56081953,-0.64591530,-0.41830710
343.59415553,-0.63976370,-0.39985230
343.62749153,-0.63361220,-0.40600390
343.66082753,-0.62130900,-0.41215550
343.69416353,-0.62746060,-0.43676180
343.72749953,-0.62746060,-0.46136810
343.76083553,-0.62746060,-0.53518700
343.79417153,-0.62746060,-0.59670270
343.82750753,-0.62746060,-0.68897630
343.86084353,-0.63361220,-0.75664370
343.89417953,-0.63361220,-0.81815940
343.92751553,-0.63976370,-0.87352360
