Time,Channel A,Channel B
(ms),(mV),(mV)

70.97234473,-0.34448820,-1.87007900
71.00568073,-0.35063970,-1.84547200
71.03901673,-0.35679130,-1.82701800
71.07235273,-0.36294290,-1.72244100
71.10568873,-0.36294290,-1.65477300
71.13902473,-0.36294290,-1.47637800
71.17236073,-0.35679130,-1.27337600
71.20569673,-0.35679130,-1.02731300
71.23903273,-0.35063970,-0.75664370
71.27236873,-0.34448820,-0.49212600
71.30570473,-0.34448820,-0.25836610
71.33904073,-0.33833660,-0.04921259
71.37237673,-0.32603340,0.15378940
71.40571273,-0.31988190,0.30142710
71.43904873,-0.31373030,0.40600390
71.47238473,-0.29527560,0.47367120
71.50572073,-0.29527560,0.47367120
71.53905673,-0.28297240,0.45521650
71.57239274,-0.27066930,0.38139760
71.60572874,-0.25836610,0.28297240
71.63906474,-0.25221450,0.18454720
71.67240074,-0.25221450,0.08612204
71.70573674,-0.24606300,0.03075787
71.73907274,-0.22760820,-0.01845472
71.77240874,-0.22760820,-0.06766732
71.80574474,-0.22145670,-0.03075787
71.83908074,-0.20300200,0.06766732
71.87241674,-0.19685040,0.14148620
71.90575274,-0.17224410,0.27682080
71.93908874,-0.15994090,0.44291340
71.97242474,-0.15378940,0.55364170
72.00576074,-0.13533460,0.70743110
72.03909674,-0.12918310,0.85506890
72.07243274,-0.11687990,0.94119090
72.10576874,-0.11687990,1.04576800
72.13910474,-0.10457680,1.01501000
72.17244074,-0.09842519,1.00885800
72.20577674,-0.08612204,0.91658460
72.23911274,-0.07381889,0.76894680
72.27244874,-0.06151574,0.57209640
72.30578474,-0.05536417,0.35679130
72.33912074,-0.04306102,0.15378940
72.37245674,-0.03690945,-0.09842519
72.40579274,-0.03075787,-0.29527560
72.43912874,-0.03075787,-0.49827750
72.47246474,-0.02460630,-0.67667320
72.50580074,-0.01230315,-0.84891720
72.53913675,-0.01845472,-0.97194880
72.57247275,-0.01230315,-1.05191900
72.60580875,-0.00615157,-1.07037400
72.63914475,0.00615157,-1.10728300
72.67248075,0.01230315,-1.08882900
72.70581675,0.01845472,-1.04576800
72.73915275,0.01845472,-0.97810030
72.77248875,0.03075787,-0.89812980
72.80582475,0.03690945,-0.84276570
72.83916075,0.03075787,-0.76279520
72.87249675,0.03690945,-0.61515740
72.90583275,0.03075787,-0.44291340
72.93916875,0.04306102,-0.24606300
72.97250475,0.04306102,0.03690945
73.00584075,0.03690945,0.29527560
73.03917675,0.03690945,0.57824800
73.07251275,0.03690945,0.94119090
73.10584875,0.03075787,1.28567900
73.13918475,0.01845472,1.65477300
73.17252075,0.02460630,2.04232300
73.20585675,0.01230315,2.38065900
73.23919275,0.00615157,2.72514700
73.27252875,0.00615157,3.00812000
73.30586475,0.00615157,3.21112200
73.33920075,-0.00615157,3.31569900
73.37253675,-0.01230315,3.42027500
73.40587275,-0.01845472,3.38336600
73.43920875,-0.01845472,3.26648600
73.47254475,-0.02460630,3.08809000
73.50588075,-0.02460630,2.88508800
73.53921676,-0.02460630,2.60211600
73.57255276,-0.03690945,2.33759800
73.60588876,-0.04921259,2.01156500
73.63922476,-0.05536417,1.70398600
73.67256076,-0.06151574,1.41486200
73.70589676,-0.07381889,1.11343500
73.73923276,-0.07997046,0.84891720
73.77256876,-0.09227362,0.62746060
73.80590476,-0.10457680,0.43061020
73.83924076,-0.11072830,0.28912400
73.87257676,-0.12303150,0.15378940
73.90591276,-0.12918310,0.01230315
73.93924876,-0.14148620,-0.11072830
73.97258476,-0.15378940,-0.25221450
74.00592076,-0.15378940,-0.38754920
74.03925676,-0.17224410,-0.52903540
74.07259276,-0.17839570,-0.73203740
74.10592876,-0.19069880,-0.94734250
74.13926476,-0.19685040,-1.09498000
74.17260076,-0.20300200,-1.33489200
74.20593676,-0.20300200,-1.53174200
74.23927276,-0.22145670,-1.75935000
74.27260876,-0.22760820,-1.94389800
74.30594476,-0.23991140,-2.10383800
74.33928076,-0.24606300,-2.20226400
74.37261676,-0.24606300,-2.26377900
74.40595276,-0.25221450,-2.28223400
74.43928876,-0.25836610,-2.22071800
74.47262476,-0.26451770,-2.09153500
74.50596077,-0.27066930,-1.88853300
74.53929677,-0.28297240,-1.64862200
74.57263277,-0.28912400,-1.40255900
74.60596877,-0.29527560,-1.08882900
74.63930477,-0.29527560,-0.75049200
74.67264077,-0.29527560,-0.47367120
74.70597677,-0.28912400,-0.14763780
74.73931277,-0.28912400,0.13533460
74.77264877,-0.28912400,0.38139760
74.80598477,-0.30142710,0.63976370
74.83932077,-0.30757870,0.78740150
74.87265677,-0.30142710,0.89197830
74.90599277,-0.30757870,0.97810030
74.93932877,-0.31373030,1.02731300
74.97266477,-0.30757870,1.02116100
75.00600077,-0.30142710,0.96579720
75.03933677,-0.30142710,0.83661410
75.07267277,-0.29527560,0.73818890
75.10600877,-0.30142710,0.60285430
75.13934477,-0.29527560,0.36909450
75.17268077,-0.29527560,0.14763780
75.20601677,-0.28297240,-0.09842519
75.23935277,-0.27682080,-0.36294290
75.27268877,-0.26451770,-0.67052160
75.30602477,-0.25836610,-0.97194880
75.33936077,-0.26451770,-1.26107300
75.37269677,-0.25836610,-1.58095500
75.40603277,-0.24606300,-1.87623000
75.43936877,-0.23991140,-2.17150600
75.47270478,-0.23375980,-2.43602300
75.50604078,-0.22145670,-2.74360200
75.53937678,-0.21530510,-3.02042300
75.57271278,-0.20915350,-3.23572800
75.60604878,-0.20300200,-3.45103300
75.63938478,-0.19069880,-3.66633800
75.67272078,-0.18454720,-3.77091500
75.70605678,-0.18454720,-3.91240100
75.73939278,-0.17224410,-3.96161400
75.77272878,-0.15378940,-3.97391700
75.80606478,-0.13533460,-3.92470400
75.83940078,-0.11687990,-3.78321800
75.87273678,-0.10457680,-3.58636800
75.90607278,-0.09842519,-3.35260800
75.93940878,-0.09227362,-3.05733300
75.97274478,-0.08612204,-2.70054100
76.00608078,-0.07997046,-2.31914400
76.03941678,-0.06766732,-1.92544300
76.07275278,-0.04921259,-1.55019700
76.10608878,-0.03690945,-1.16879900
76.13942478,-0.01845472,-0.83046260
76.17276078,-0.01230315,-0.56594490
76.20609678,0.00000000,-0.35679130
76.23943278,0.01845472,-0.20915350
76.27276878,0.02460630,-0.14148620
76.30610478,0.03690945,-0.09227362
76.33944078,0.04306102,-0.14148620
76.37277678,0.06151574,-0.22145670
76.40611278,0.07381889,-0.33833660
76.43944879,0.08612204,-0.44291340
76.47278479,0.09842519,-0.60285430
76.50612079,0.09842519,-0.70127950
76.53945679,0.10457680,-0.77509840
76.57279279,0.12303150,-0.85506890
76.60612879,0.13533460,-0.89197830
76.63946479,0.14763780,-0.86737200
76.67280079,0.16609250,-0.81200780
76.70613679,0.17839570,-0.71358260
76.73947279,0.19069880,-0.60285430
76.77280879,0.20300200,-0.41830710
76.80614479,0.20915350,-0.28297240
76.83948079,0.22145670,-0.12303150
76.87281679,0.23991140,0.04306102
76.90615279,0.25221450,0.18454720
76.93948879,0.25221450,0.31988190
76.97282479,0.27066930,0.41830710
77.00616079,0.28297240,0.49212600
77.03949679,0.28912400,0.59670270
77.07283279,0.30142710,0.62746060
77.10616879,0.30757870,0.58439960
77.13950479,0.31988190,0.58439960
77.17284079,0.32603340,0.60285430
77.20617679,0.33218500,0.57209640
77.23951279,0.35063970,0.54749010
77.27284879,0.36294290,0.57209640
77.30618479,0.37524600,0.57824800
77.33952079,0.39370070,0.58439960
77.37285679,0.39985230,0.61515740
77.40619280,0.41215550,0.65206690
77.43952880,0.42445860,0.69512790
77.47286480,0.43676180,0.74434050
77.50620080,0.44291340,0.81815940
77.53953680,0.44906490,0.86122040
77.57287280,0.46136810,0.92888770
77.60620880,0.47982280,0.96579720
77.63954480,0.48597440,0.98425190
77.67288080,0.49212600,1.00885800
77.70621680,0.50442900,1.04576800
77.73955280,0.51058070,1.02731300
77.77288880,0.52288380,0.99040350
77.80622480,0.54133860,0.97810030
77.83956080,0.55364170,0.89197830
77.87289680,0.56594490,0.78740150
77.90623280,0.57824800,0.71358260
77.93956880,0.59670270,0.55364170
77.97290480,0.60285430,0.38754920
78.00624080,0.62130900,0.19069880
78.03957680,0.63361220,-0.04306102
78.07291280,0.65206690,-0.25221450
78.10624880,0.67052160,-0.44906490
78.13958480,0.68897630,-0.69512790
78.17292080,0.69512790,-0.94119090
78.20625680,0.70743110,-1.16879900
78.23959280,0.71973420,-1.37180100
78.27292880,0.72588580,-1.55634800
78.30626480,0.75049200,-1.69168300
78.33960080,0.75049200,-1.79010800
78.37293680,0.75664370,-1.87623000
78.40627281,0.77509840,-1.89468500
78.43960881,0.78124990,-1.87007900
78.47294481,0.78124990,-1.80241100
78.50628081,0.79970470,-1.71628900
78.53961681,0.81200780,-1.56250000
78.57295281,0.81815940,-1.39025600
78.60628881,0.82431100,-1.12573800
78.63962481,0.83661410,-0.83661410
78.67296081,0.84891720,-0.51673230
78.70629681,0.86122040,-0.19069880
78.73963281,0.86737200,0.19685040
78.77296881,0.87352360,0.55364170
78.80630481,0.88582670,0.87352360
78.83964081,0.89197830,1.20570900
78.87297681,0.89197830,1.51328700
78.90631281,0.91043300,1.73474400
78.93964881,0.91043300,1.90698800
78.97298481,0.91043300,2.03617100
79.00632081,0.91658460,2.04847400
79.03965681,0.92273620,2.02386800
79.07299281,0.91658460,1.91314000
79.10632881,0.91043300,1.74704700
79.13966481,0.91658460,1.56250000
79.17300081,0.92273620,1.37180100
79.20633681,0.91658460,1.19955700
79.23967281,0.91658460,1.02731300
79.27300881,0.91658460,0.89197830
79.30634481,0.92273620,0.76894680
79.33968081,0.91658460,0.72588580
79.37301682,0.91043300,0.74434050
79.40635282,0.91043300,0.79970470
79.43968882,0.91658460,0.86122040
79.47302482,0.90428140,0.95964560
79.50636082,0.90428140,1.08882900
79.53969682,0.91043300,1.26722400
79.57303282,0.89812980,1.40255900
79.60636882,0.89197830,1.52559000
79.63970482,0.88582670,1.61171300
79.67304082,0.87967510,1.62401600
79.70637682,0.85506890,1.62401600
79.73971282,0.84276570,1.58095500
79.77304882,0.83046260,1.54404500
79.80638482,0.81815940,1.45792300
79.83972082,0.80585630,1.38410400
79.87305682,0.79355310,1.23031500
79.90639282,0.78740150,1.08267700
79.93972882,0.76894680,0.96579720
79.97306482,0.75664370,0.76894680
80.00640082,0.74434050,0.63976370
80.03973682,0.72588580,0.46751960
80.07307282,0.71358260,0.30142710
80.10640882,0.70127950,0.20300200
80.13974482,0.68897630,0.04921259
80.17308082,0.67052160,-0.07381889
80.20641682,0.65206690,-0.19685040
80.23975282,0.63976370,-0.28297240
80.27308882,0.61515740,-0.37524600
80.30642482,0.59670270,-0.43676180
80.33976083,0.57209640,-0.51058070
80.37309683,0.56594490,-0.55364170
80.40643283,0.55364170,-0.59055110
80.43976883,0.54133860,-0.59055110
80.47310483,0.51673230,-0.56594490
80.50644083,0.50442900,-0.54133860
80.53977683,0.48597440,-0.49827750
80.57311283,0.46136810,-0.43061020
80.60644883,0.44906490,-0.36909450
80.63978483,0.41830710,-0.31373030
80.67312083,0.40600390,-0.25221450
80.70645683,0.38754920,-0.18454720
80.73979283,0.36909450,-0.07997046
80.77312883,0.34448820,-0.06151574
80.80646483,0.32603340,0.00615157
80.83980083,0.30142710,0.03075787
80.87313683,0.28912400,0.04306102
80.90647283,0.27066930,0.02460630
80.93980883,0.25836610,-0.01845472
80.97314483,0.24606300,-0.03075787
81.00648083,0.22760820,-0.11072830
81.03981683,0.22145670,-0.17224410
81.07315283,0.20915350,-0.28297240
81.10648883,0.19685040,-0.41215550
81.13982483,0.17839570,-0.48597440
81.17316083,0.15994090,-0.58439960
81.20649683,0.14763780,-0.65821850
81.23983283,0.13533460,-0.72588580
81.27316883,0.12303150,-0.79970470
81.30650484,0.12303150,-0.83661410
81.33984084,0.10457680,-0.81200780
81.37317684,0.08612204,-0.79970470
81.40651284,0.07997046,-0.76279520
81.43984884,0.07381889,-0.62130900
81.47318484,0.06151574,-0.49212600
81.50652084,0.06151574,-0.33833660
81.53985684,0.04921259,-0.19069880
81.57319284,0.04306102,-0.04921259
81.60652884,0.03690945,0.10457680
81.63986484,0.03690945,0.26451770
81.67320084,0.03075787,0.43061020
81.70653684,0.01845472,0.59055110
81.73987284,0.00000000,0.70127950
81.77320884,0.00000000,0.84891720
81.80654484,0.00000000,0.92888770
81.83988084,0.00000000,1.00885800
81.87321684,-0.00615157,1.08882900
81.90655284,-0.01230315,1.15649600
81.93988884,-0.01845472,1.21801200
81.97322484,-0.01230315,1.25492100
82.00656084,-0.01230315,1.28567900
82.03989684,-0.01230315,1.32258800
82.07323284,-0.00615157,1.35949800
82.10656884,-0.00615157,1.35949800
82.13990484,0.00000000,1.34104300
82.17324084,-0.00615157,1.30413400
82.20657684,-0.00615157,1.18725400
82.23991284,-0.00615157,1.10113200
82.27324885,0.00000000,1.00270700
82.30658485,-0.00615157,0.87967510
82.33992085,-0.01230315,0.69512790
82.37325685,-0.00615157,0.54749010
82.40659285,-0.00615157,0.39370070
82.43992885,-0.00615157,0.19685040
82.47326485,-0.00615157,0.00000000
82.50660085,0.00000000,-0.17224410
82.53993685,0.00615157,-0.31373030
82.57327285,-0.00615157,-0.46751960
82.60660885,0.00615157,-0.59670270
82.63994485,0.01845472,-0.70127950
82.67328085,0.02460630,-0.81815940
82.70661685,0.03075787,-0.91658460
82.73995285,0.04306102,-0.98425190
82.77328885,0.04921259,-1.07037400
82.80662485,0.04921259,-1.09498000
82.83996085,0.04921259,-1.16264800
82.87329685,0.04921259,-1.18110200
82.90663285,0.05536417,-1.19340500
82.93996885,0.06766732,-1.23646700
82.97330485,0.07381889,-1.24877000
83.00664085,0.07997046,-1.20570900
83.03997685,0.06766732,-1.23031500
83.07331285,0.06766732,-1.20570900
83.10664885,0.07381889,-1.18110200
83.13998485,0.07997046,-1.16879900
83.17332085,0.07997046,-1.11958700
83.20665685,0.08612204,-1.07652500
83.23999285,0.09227362,-1.02116100
83.27332886,0.09842519,-0.93503930
83.30666486,0.10457680,-0.84891720
83.34000086,0.09842519,-0.75664370
83.37333686,0.09842519,-0.61515740
83.40667286,0.10457680,-0.48597440
83.44000886,0.10457680,-0.32603340
83.47334486,0.10457680,-0.12303150
83.50668086,0.11072830,0.07997046
83.54001686,0.12303150,0.26451770
83.57335286,0.12303150,0.52903540
83.60668886,0.11687990,0.73818890
83.64002486,0.11072830,0.94119090
83.67336086,0.11687990,1.16879900
83.70669686,0.12303150,1.37795300
83.74003286,0.12918310,1.56865100
83.77336886,0.12303150,1.73474400
83.80670486,0.12303150,1.87007900
83.84004086,0.12303150,1.99926200
83.87337686,0.12303150,2.11614200
83.90671286,0.12303150,2.21456700
83.94004886,0.12918310,2.29453700
83.97338486,0.12303150,2.35605300
84.00672086,0.12303150,2.35605300
84.04005686,0.12303150,2.35605300
84.07339286,0.11072830,2.36220500
84.10672886,0.11072830,2.32529500
84.14006486,0.11072830,2.28838600
84.17340086,0.11072830,2.15305100
84.20673686,0.11687990,2.09153500
84.24007287,0.11072830,1.96235200
84.27340887,0.11072830,1.85162400
84.30674487,0.10457680,1.69783400
84.34008087,0.09842519,1.56865100
84.37341687,0.09227362,1.39640700
84.40675287,0.08612204,1.27337600
84.44008887,0.07997046,1.15034400
84.47342487,0.07381889,1.01501000
84.50676087,0.06766732,0.90428140
84.54009687,0.06151574,0.81200780
84.57343287,0.05536417,0.68897630
84.60676887,0.05536417,0.60900590
84.64010487,0.04921259,0.52903540
84.67344087,0.04306102,0.47367120
84.70677687,0.03075787,0.39370070
84.74011287,0.01845472,0.29527560
84.77344887,0.01845472,0.21530510
84.80678487,0.00615157,0.12303150
84.84012087,-0.00615157,0.03690945
84.87345687,-0.01845472,-0.12918310
84.90679287,-0.02460630,-0.26451770
84.94012887,-0.03690945,-0.35679130
84.97346487,-0.04921259,-0.49827750
85.00680087,-0.06151574,-0.63361220
85.04013687,-0.07381889,-0.71973420
85.07347287,-0.07997046,-0.84891720
85.10680887,-0.09227362,-0.92273620
85.14014487,-0.09842519,-0.99655500
85.17348087,-0.10457680,-0.99655500
85.20681688,-0.11687990,-0.97194880
85.24015288,-0.13533460,-0.91658460
85.27348888,-0.14148620,-0.84276570
85.30682488,-0.15994090,-0.71358260
85.34016088,-0.17224410,-0.55979330
85.37349688,-0.18454720,-0.41215550
85.40683288,-0.20300200,-0.23375980
85.44016888,-0.20915350,-0.07381889
85.47350488,-0.22760820,0.07381889
85.50684088,-0.23991140,0.19069880
85.54017688,-0.25221450,0.25221450
85.57351288,-0.27066930,0.30757870
85.60684888,-0.28297240,0.33218500
85.64018488,-0.28912400,0.32603340
85.67352088,-0.30757870,0.30142710
85.70685688,-0.32603340,0.23991140
85.74019288,-0.33833660,0.18454720
85.77352888,-0.35679130,0.12918310
85.80686488,-0.36909450,0.06766732
85.84020088,-0.38139760,0.03075787
85.87353688,-0.39985230,0.02460630
85.90687288,-0.41215550,0.00000000
85.94020888,-0.42445860,-0.01845472
85.97354488,-0.44291340,0.01230315
86.00688088,-0.45521650,0.06766732
86.04021688,-0.46751960,0.11687990
86.07355288,-0.49212600,0.18454720
86.10688888,-0.49827750,0.20300200
86.14022488,-0.52288380,0.24606300
86.17356089,-0.54133860,0.32603340
86.20689689,-0.54133860,0.32603340
86.24023289,-0.55979330,0.30142710
86.27356889,-0.57824800,0.27066930
86.30690489,-0.59055110,0.27066930
86.34024089,-0.59670270,0.22145670
86.37357689,-0.60900590,0.16609250
86.40691289,-0.61515740,0.07997046
86.44024889,-0.62746060,-0.03690945
86.47358489,-0.62746060,-0.16609250
86.50692089,-0.63361220,-0.31373030
86.54025689,-0.65206690,-0.47367120
86.57359289,-0.66437010,-0.65821850
86.60692889,-0.68282480,-0.89197830
86.64026489,-0.69512790,-1.11343500
86.67360089,-0.70743110,-1.30413400
86.70693689,-0.70743110,-1.48253000
86.74027289,-0.71358260,-1.64862200
86.77360889,-0.72588580,-1.80241100
86.80694489,-0.73818890,-1.93774600
86.84028089,-0.75049200,-2.07308100
86.87361689,-0.76894680,-2.14074800
86.90695289,-0.77509840,-2.15920300
86.94028889,-0.78124990,-2.14689900
86.97362489,-0.79970470,-2.12844500
87.00696089,-0.81200780,-2.05462600
87.04029689,-0.81815940,-1.94389800
87.07363289,-0.83046260,-1.80856300
87.10696889,-0.83046260,-1.64247000
87.14030490,-0.83661410,-1.48868100
87.17364090,-0.84891720,-1.38410400
87.20697690,-0.86122040,-1.22416300
87.24031290,-0.87352360,-1.02731300
87.27364890,-0.86737200,-0.87352360
87.30698490,-0.86122040,-0.76279520
87.34032090,-0.86737200,-0.63361220
87.37365690,-0.88582670,-0.47367120
87.40699290,-0.89812980,-0.35063970
87.44032890,-0.90428140,-0.22145670
87.47366490,-0.90428140,-0.09842519
87.50700090,-0.91043300,-0.00615157
87.54033690,-0.91658460,0.07997046
87.57367290,-0.92273620,0.19069880
87.60700890,-0.92273620,0.29527560
87.64034490,-0.92273620,0.43061020
87.67368090,-0.92888770,0.51673230
87.70701690,-0.94119090,0.59670270
87.74035290,-0.94119090,0.69512790
87.77368890,-0.95349410,0.72588580
87.80702490,-0.95964560,0.75049200
87.84036090,-0.96579720,0.77509840
87.87369690,-0.96579720,0.75049200
87.90703290,-0.96579720,0.67667320
87.94036890,-0.97194880,0.59670270
87.97370490,-0.97194880,0.51058070
88.00704090,-0.97810030,0.41830710
88.04037690,-0.97810030,0.29527560
88.07371290,-0.98425190,0.17224410
88.10704890,-0.98425190,0.07381889
88.14038491,-0.97810030,0.00000000
88.17372091,-0.97810030,0.00000000
88.20705691,-0.99040350,0.01845472
88.24039291,-0.99655500,0.02460630
88.27372891,-1.00885800,0.07997046
88.30706491,-1.01501000,0.19069880
88.34040091,-1.02116100,0.29527560
88.37373691,-1.02731300,0.38754920
88.40707291,-1.02731300,0.48597440
88.44040891,-1.03346500,0.53518700
88.47374491,-1.04576800,0.57209640
88.50708091,-1.04576800,0.58439960
88.54041691,-1.05191900,0.51673230
88.57375291,-1.04576800,0.40600390
88.60708891,-1.03961600,0.27682080
88.64042491,-1.02731300,0.10457680
88.67376091,-1.03961600,-0.11687990
88.70709691,-1.04576800,-0.31988190
88.74043291,-1.04576800,-0.56594490
88.77376891,-1.05191900,-0.76279520
88.80710491,-1.04576800,-0.94119090
88.84044091,-1.05191900,-1.13189000
88.87377691,-1.05191900,-1.26722400
88.90711291,-1.04576800,-1.35949800
88.94044891,-1.05191900,-1.40871000
88.97378491,-1.05191900,-1.36565000
89.00712091,-1.05191900,-1.34719500
89.04045691,-1.05807100,-1.26722400
89.07379291,-1.05807100,-1.17495100
89.10712892,-1.06422200,-1.10113200
89.14046492,-1.07037400,-0.98425190
89.17380092,-1.07037400,-0.91043300
89.20713692,-1.07037400,-0.85506890
89.24047292,-1.07037400,-0.78740150
89.27380892,-1.08267700,-0.76894680
89.30714492,-1.08882900,-0.80585630
89.34048092,-1.08882900,-0.81200780
89.37381692,-1.08267700,-0.89197830
89.40715292,-1.07652500,-0.97810030
89.44048892,-1.09498000,-1.09498000
89.47382492,-1.08882900,-1.25492100
89.50716092,-1.08882900,-1.40255900
89.54049692,-1.08882900,-1.51943900
89.57383292,-1.09498000,-1.62401600
89.60716892,-1.09498000,-1.71013800
89.64050492,-1.08882900,-1.73474400
89.67384092,-1.09498000,-1.71013800
89.70717692,-1.08882900,-1.67938000
89.74051292,-1.08882900,-1.55634800
89.77384892,-1.09498000,-1.39640700
89.80718492,-1.09498000,-1.19955700
89.84052092,-1.10113200,-0.92273620
89.87385692,-1.10113200,-0.65206690
89.90719292,-1.08882900,-0.31988190
89.94052892,-1.08267700,0.02460630
89.97386492,-1.08882900,0.27682080
90.00720092,-1.09498000,0.55364170
90.04053692,-1.09498000,0.78740150
90.07387293,-1.09498000,0.93503930
90.10720893,-1.10113200,1.05807100
90.14054493,-1.08882900,1.13189000
90.17388093,-1.09498000,1.10728300
90.20721693,-1.09498000,1.02731300
90.24055293,-1.09498000,0.89812980
90.27388893,-1.08882900,0.76279520
90.30722493,-1.08882900,0.60285430
90.34056093,-1.08882900,0.38754920
90.37389693,-1.08267700,0.20915350
90.40723293,-1.08267700,0.05536417
90.44056893,-1.07652500,-0.07381889
90.47390493,-1.08267700,-0.16609250
90.50724093,-1.07652500,-0.25221450
90.54057693,-1.07037400,-0.30142710
90.57391293,-1.07037400,-0.35063970
90.60724893,-1.07037400,-0.35063970
90.64058493,-1.07037400,-0.38754920
90.67392093,-1.07037400,-0.39985230
90.70725693,-1.07652500,-0.38139760
90.74059293,-1.07652500,-0.43061020
90.77392893,-1.07037400,-0.49212600
90.80726493,-1.06422200,-0.59055110
90.84060093,-1.06422200,-0.75049200
90.87393693,-1.05191900,-0.86737200
90.90727293,-1.05807100,-1.03961600
90.94060893,-1.05807100,-1.23031500
90.97394493,-1.05807100,-1.37795300
91.00728093,-1.05807100,-1.52559000
91.04061694,-1.03961600,-1.63016700
91.07395294,-1.03346500,-1.66707700
91.10728894,-1.03346500,-1.65477300
91.14062494,-1.02731300,-1.61786400
91.17396094,-1.02116100,-1.47022600
91.20729694,-1.01501000,-1.26722400
91.24063294,-1.00885800,-1.03346500
91.27396894,-1.01501000,-0.75049200
91.30730494,-1.00270700,-0.42445860
91.34064094,-0.99655500,-0.05536417
91.37397694,-0.98425190,0.30757870
91.40731294,-0.97810030,0.59055110
91.44064894,-0.97194880,0.82431100
91.47398494,-0.96579720,1.05191900
91.50732094,-0.96579720,1.19340500
91.54065694,-0.95964560,1.26722400
91.57399294,-0.95964560,1.26722400
91.60732894,-0.94734250,1.20570900
91.64066494,-0.93503930,1.13804100
91.67400094,-0.92888770,1.01501000
91.70733694,-0.91658460,0.84891720
91.74067294,-0.91043300,0.70743110
91.77400894,-0.90428140,0.57209640
91.80734494,-0.89197830,0.43061020
91.84068094,-0.87352360,0.31988190
91.87401694,-0.86122040,0.23991140
91.90735294,-0.85506890,0.20300200
91.94068894,-0.84276570,0.20915350
91.97402494,-0.83661410,0.23375980
92.00736094,-0.83046260,0.30142710
92.04069695,-0.82431100,0.36909450
92.07403295,-0.82431100,0.45521650
92.10736895,-0.81200780,0.54749010
92.14070495,-0.79970470,0.63361220
92.17404095,-0.78740150,0.72588580
92.20737695,-0.77509840,0.79355310
92.24071295,-0.77509840,0.90428140
92.27404895,-0.76894680,0.93503930
92.30738495,-0.75664370,0.98425190
92.34072095,-0.73818890,1.00885800
92.37405695,-0.72588580,0.97810030
92.40739295,-0.71358260,0.93503930
92.44072895,-0.68897630,0.93503930
92.47406495,-0.67667320,0.83046260
92.50740095,-0.65821850,0.71973420
92.54073695,-0.63976370,0.57209640
92.57407295,-0.62130900,0.46751960
92.60740895,-0.61515740,0.32603340
92.64074495,-0.59055110,0.17839570
92.67408095,-0.57824800,0.01845472
92.70741695,-0.56594490,-0.14148620
92.74075295,-0.54749010,-0.28297240
92.77408895,-0.53518700,-0.44906490
92.80742495,-0.52288380,-0.54133860
92.84076095,-0.51058070,-0.59055110
92.87409695,-0.49827750,-0.67052160
92.90743295,-0.49827750,-0.71358260
92.94076895,-0.47982280,-0.74434050
92.97410495,-0.44906490,-0.78124990
93.00744096,-0.43061020,-0.83046260
93.04077696,-0.43061020,-0.86737200
93.07411296,-0.41215550,-0.87352360
93.10744896,-0.39985230,-0.91043300
93.14078496,-0.38754920,-0.95964560
93.17412096,-0.36909450,-1.05191900
93.20745696,-0.35679130,-1.13189000
93.24079296,-0.33833660,-1.26107300
93.27412896,-0.32603340,-1.32258800
93.30746496,-0.31373030,-1.42716500
93.34080096,-0.28297240,-1.50098400
93.37413696,-0.27682080,-1.56865100
93.40747296,-0.27066930,-1.60556100
93.44080896,-0.25836610,-1.62401600
93.47414496,-0.24606300,-1.59940900
93.50748096,-0.23375980,-1.51943900
93.54081696,-0.21530510,-1.35334600
93.57415296,-0.20915350,-1.25492100
93.60748896,-0.19069880,-1.04576800
93.64082496,-0.17224410,-0.84891720
93.67416096,-0.16609250,-0.62130900
93.70749696,-0.15994090,-0.35063970
93.74083296,-0.14763780,-0.07997046
93.77416896,-0.12303150,0.18454720
93.80750496,-0.10457680,0.39985230
93.84084096,-0.07997046,0.59055110
93.87417696,-0.06766732,0.78124990
93.90751296,-0.04921259,0.94734250
93.94084896,-0.02460630,1.03961600
93.97418497,-0.01230315,1.08267700
94.00752097,0.01230315,1.10113200
94.04085697,0.02460630,1.07037400
94.07419297,0.03690945,0.97194880
94.10752897,0.05536417,0.87352360
94.14086497,0.06766732,0.73203740
94.17420097,0.07381889,0.55364170
94.20753697,0.08612204,0.39985230
94.24087297,0.10457680,0.25221450
94.27420897,0.12303150,0.07381889
94.30754497,0.13533460,-0.05536417
94.34088097,0.14763780,-0.20915350
94.37421697,0.15994090,-0.32603340
94.40755297,0.16609250,-0.39370070
94.44088897,0.17839570,-0.47367120
94.47422497,0.19069880,-0.52288380
94.50756097,0.19685040,-0.57209640
94.54089697,0.20915350,-0.67052160
94.57423297,0.21530510,-0.67667320
94.60756897,0.22760820,-0.72588580
94.64090497,0.23991140,-0.78740150
94.67424097,0.24606300,-0.87352360
94.70757697,0.27066930,-0.95964560
94.74091297,0.27682080,-1.06422200
94.77424897,0.29527560,-1.16264800
94.80758497,0.30142710,-1.18110200
94.84092097,0.30757870,-1.23646700
94.87425697,0.32603340,-1.21186000
94.90759297,0.33218500,-1.19955700
94.94092898,0.33218500,-1.11343500
94.97426498,0.33833660,-0.94734250
95.00760098,0.35063970,-0.74434050
95.04093698,0.35063970,-0.47982280
95.07427298,0.36294290,-0.19685040
95.10760898,0.37524600,0.09842519
95.14094498,0.38754920,0.42445860
95.17428098,0.39370070,0.76894680
95.20761698,0.38754920,1.07652500
95.24095298,0.39370070,1.35334600
95.27428898,0.38754920,1.62401600
95.30762498,0.39370070,1.78395700
